OBJECTID,Line_No,Bear_ID,Date,Time,Latitude,Longitude,Elevation__feet_,Temp__Deg_F_,Major_Activity,Video_file,Remarks,,,,,
612,2005,Bear 215,"Thursday, August 22, 2013",6:02 PM,61.302575,-149.8250859,8.31,64.4,Natural food,,Foraging on devil's club berries,,,,,
613,2023,Bear 215,"Friday, August 23, 2013",12:00 AM,61.3040848,-149.8228747,27.94,59,Resting,,,,,,,
614,2041,Bear 215,"Friday, August 23, 2013",6:00 AM,61.3040992,-149.8229002,31.62,64.4,Resting,,,,,,,
615,2059,Bear 215,"Friday, August 23, 2013",12:01 PM,61.3121459,-149.8125508,52.71,68,Resting,,,,,,,
616,2077,Bear 215,"Friday, August 23, 2013",6:00 PM,61.315838,-149.808211,25.93,69.8,Unknown,,No video,,,,,
617,2095,Bear 215,"Saturday, August 24, 2013",12:00 AM,61.3162168,-149.8070454,24.5,62.6,Unknown,,No video,,,,,
618,2113,Bear 215,"Saturday, August 24, 2013",6:00 AM,61.3161897,-149.8072226,36.41,57.2,Unknown,,No video,,,,,
619,2131,Bear 215,"Saturday, August 24, 2013",12:01 PM,61.312102,-149.8125605,16.63,69.8,Unknown,,No video,,,,,
620,2149,Bear 215,"Saturday, August 24, 2013",6:00 PM,61.3168787,-149.8048348,37.72,71.6,Unknown,,No video,,,,,
621,2167,Bear 215,"Sunday, August 25, 2013",12:01 AM,61.3045193,-149.8012726,51.6,59,Unknown,,No video,,,,,
622,2185,Bear 215,"Sunday, August 25, 2013",6:01 AM,61.3044532,-149.8012201,48.79,53.6,Unknown,,No video,,,,,
623,2202,Bear 215,"Sunday, August 25, 2013",12:02 PM,61.289396,-149.8181264,37.21,62.6,Resting,,,,,,,
624,2218,Bear 215,"Sunday, August 25, 2013",6:02 PM,61.3040258,-149.8060254,30.4,73.4,Unknown,,No video,,,,,
625,2236,Bear 215,"Monday, August 26, 2013",12:01 AM,61.2939888,-149.8260097,57.91,59,Unknown,,No video,,,,,
626,2254,Bear 215,"Monday, August 26, 2013",6:00 AM,61.2943527,-149.8162529,40.27,53.6,Unknown,,No video,,,,,
627,2289,Bear 215,"Monday, August 26, 2013",6:00 PM,61.2961859,-149.8110268,27.59,75.2,Unknown,,No video,,,,,
628,2307,Bear 215,"Tuesday, August 27, 2013",12:00 AM,61.2853755,-149.8175921,31.78,55.4,Unknown,,No video,,,,,
629,2325,Bear 215,"Tuesday, August 27, 2013",6:02 AM,61.2852999,-149.8175475,40.95,55.4,Unknown,,No video,,,,,
630,2341,Bear 215,"Tuesday, August 27, 2013",12:01 PM,61.2835276,-149.7797437,36.26,73.4,Unknown,,No video,,,,,
631,2355,Bear 215,"Tuesday, August 27, 2013",6:02 PM,61.28453,-149.7742653,42.34,64.4,Unknown,,No video,,,,,
632,2372,Bear 215,"Wednesday, August 28, 2013",12:02 AM,61.2922861,-149.7829009,61.49,62.6,Unknown,,No video,,,,,
633,2387,Bear 215,"Wednesday, August 28, 2013",6:01 AM,61.2949129,-149.7819562,55.1,60.8,Unknown,,No video,,,,,
634,2405,Bear 215,"Wednesday, August 28, 2013",12:01 PM,61.3013732,-149.827022,23.48,71.6,Unknown,,No video,,,,,
635,2421,Bear 215,"Wednesday, August 28, 2013",6:00 PM,61.3104004,-149.8153054,26.92,66.2,Unknown,,No video,,,,,
636,2439,Bear 215,"Thursday, August 29, 2013",12:00 AM,61.3187731,-149.8002791,17.98,59,Unknown,,No video,,,,,
637,2457,Bear 215,"Thursday, August 29, 2013",6:00 AM,61.3181207,-149.8005935,40.65,59,Unknown,,No video,,,,,
638,2475,Bear 215,"Thursday, August 29, 2013",12:02 PM,61.31717,-149.7768168,34.78,68,Unknown,,No video,,,,,
639,2493,Bear 215,"Thursday, August 29, 2013",6:00 PM,61.3075567,-149.8189395,16.81,64.4,Unknown,,No video,,,,,
640,2500,Bear 215,"Thursday, August 29, 2013",8:20 PM,61.2944166,-149.8158864,40.93,64.4,Locomotion,Bear 215 8-29-13 2020,Walking down road past building,,,,,
641,2524,Bear 215,"Friday, August 30, 2013",6:01 AM,61.2992581,-149.8091611,46.5,62.6,Unknown,,No video,,,,,
642,2542,Bear 215,"Friday, August 30, 2013",12:02 PM,61.2958517,-149.8092733,66.22,68,Unknown,,No video,,,,,
643,2560,Bear 215,"Friday, August 30, 2013",6:00 PM,61.3104907,-149.8000446,79.55,71.6,Unknown,,No video,,,,,
644,2578,Bear 215,"Saturday, August 31, 2013",12:01 AM,61.3136564,-149.8115451,47.24,62.6,Unknown,,No video,,,,,
645,2610,Bear 215,"Saturday, August 31, 2013",12:00 PM,61.3020169,-149.8216268,46.92,62.6,Unknown,,No video,,,,,
646,2628,Bear 215,"Saturday, August 31, 2013",6:01 PM,61.322295,-149.7890849,1.63,64.4,Unknown,,No video,,,,,
647,2646,Bear 215,"Sunday, September 01, 2013",12:00 AM,61.3236039,-149.7847493,46.08,62.6,Unknown,,No video,,,,,
648,2664,Bear 215,"Sunday, September 01, 2013",6:02 AM,61.3239662,-149.785411,47.94,60.8,Unknown,,No video,,,,,
649,2680,Bear 215,"Sunday, September 01, 2013",12:01 PM,61.3178539,-149.8026156,26.14,64.4,Unknown,,No video,,,,,
650,2698,Bear 215,"Sunday, September 01, 2013",6:01 PM,61.2942916,-149.829807,20.05,64.4,Unknown,,No video,,,,,
651,2716,Bear 215,"Monday, September 02, 2013",12:02 AM,61.2949066,-149.8079719,25.85,64.4,Unknown,,No video,,,,,
652,2733,Bear 215,"Monday, September 02, 2013",6:00 AM,61.2949119,-149.8080522,50.61,59,Unknown,,No video,,,,,
653,2751,Bear 215,"Monday, September 02, 2013",12:01 PM,61.3081978,-149.8187637,14.19,69.8,Unknown,,No video,,,,,
654,2769,Bear 215,"Monday, September 02, 2013",6:00 PM,61.3137689,-149.8120107,6.18,62.6,Unknown,,No video,,,,,
655,2787,Bear 215,"Tuesday, September 03, 2013",12:03 AM,61.3120783,-149.8125403,20.35,60.8,Unknown,,No video,,,,,
656,2805,Bear 215,"Tuesday, September 03, 2013",6:01 AM,61.3158375,-149.808473,30.52,60.8,Unknown,,No video,,,,,
657,2822,Bear 215,"Tuesday, September 03, 2013",12:01 PM,61.2931263,-149.8264683,28.45,71.6,Unknown,,No video,,,,,
658,2839,Bear 215,"Tuesday, September 03, 2013",6:00 PM,61.3129986,-149.812311,39.48,77,Unknown,,No video,,,,,
659,2857,Bear 215,"Wednesday, September 04, 2013",12:01 AM,61.3148581,-149.805785,32.11,60.8,Unknown,,No video,,,,,
660,2875,Bear 215,"Wednesday, September 04, 2013",6:01 AM,61.3147364,-149.8064512,31.55,59,Unknown,,No video,,,,,
661,2893,Bear 215,"Wednesday, September 04, 2013",12:01 PM,61.3131912,-149.8110725,48.25,69.8,Unknown,,No video,,,,,
662,2911,Bear 215,"Wednesday, September 04, 2013",6:00 PM,61.2934249,-149.8326729,4.53,62.6,Unknown,,No video,,,,,
663,2929,Bear 215,"Thursday, September 05, 2013",12:01 AM,61.2822967,-149.8306946,40.72,60.8,Unknown,,No video,,,,,
664,2944,Bear 215,"Thursday, September 05, 2013",6:00 AM,61.2803331,-149.8419298,51.14,57.2,Unknown,,No video,,,,,
665,2962,Bear 215,"Thursday, September 05, 2013",12:01 PM,61.27099,-149.8555682,34.46,60.8,Unknown,,No video,,,,,
666,2980,Bear 215,"Thursday, September 05, 2013",6:00 PM,61.2993869,-149.8091546,46.62,69.8,Unknown,,No video,,,,,
667,2998,Bear 215,"Friday, September 06, 2013",12:01 AM,61.2945792,-149.7841285,43.55,59,Unknown,,No video,,,,,
668,3031,Bear 215,"Friday, September 06, 2013",12:00 PM,61.2914003,-149.8156096,44.86,59,Unknown,,No video,,,,,
669,3049,Bear 215,"Friday, September 06, 2013",6:00 PM,61.3111002,-149.8128349,30.98,68,Unknown,,No video,,,,,
670,3067,Bear 215,"Saturday, September 07, 2013",12:01 AM,61.311984,-149.8125467,27.24,60.8,Unknown,,No video,,,,,
671,3083,Bear 215,"Saturday, September 07, 2013",6:00 AM,61.3120008,-149.8124232,19.38,60.8,Unknown,,No video,,,,,
672,3100,Bear 215,"Saturday, September 07, 2013",12:00 PM,61.3120078,-149.8125265,40.62,64.4,Unknown,,No video,,,,,
673,3118,Bear 215,"Saturday, September 07, 2013",6:01 PM,61.3120544,-149.8134375,34.35,69.8,Unknown,,No video,,,,,
674,3136,Bear 215,"Sunday, September 08, 2013",12:01 AM,61.3104682,-149.8127354,36.47,64.4,Unknown,,No video,,,,,
675,3154,Bear 215,"Sunday, September 08, 2013",6:00 AM,61.3128575,-149.8126345,35.54,60.8,Unknown,,No video,,,,,
676,3170,Bear 215,"Sunday, September 08, 2013",12:00 PM,61.3134867,-149.8107065,38.21,66.2,Unknown,,No video,,,,,
677,3187,Bear 215,"Sunday, September 08, 2013",6:00 PM,61.3118261,-149.8123246,31.18,69.8,Unknown,,No video,,,,,
678,3205,Bear 215,"Monday, September 09, 2013",12:01 AM,61.3159922,-149.8075128,6.27,62.6,Unknown,,No video,,,,,
679,3238,Bear 215,"Monday, September 09, 2013",12:01 PM,61.3217623,-149.7909855,42.07,64.4,Unknown,,No video,,,,,
680,3256,Bear 215,"Monday, September 09, 2013",6:00 PM,61.3207236,-149.7938467,6.23,68,Unknown,,No video,,,,,
681,3274,Bear 215,"Tuesday, September 10, 2013",12:01 AM,61.311912,-149.8125479,29.36,64.4,Unknown,,No video,,,,,
682,3292,Bear 215,"Tuesday, September 10, 2013",6:01 AM,61.3119256,-149.8125021,39.93,59,Unknown,,No video,,,,,
683,3310,Bear 215,"Tuesday, September 10, 2013",12:00 PM,61.3112726,-149.8134949,35.29,66.2,Unknown,,No video,,,,,
684,3328,Bear 215,"Tuesday, September 10, 2013",6:00 PM,61.3132867,-149.8040309,54.97,68,Unknown,,No video,,,,,
685,3346,Bear 215,"Wednesday, September 11, 2013",12:01 AM,61.2991659,-149.8095235,47.56,62.6,Unknown,,No video,,,,,
686,3361,Bear 215,"Wednesday, September 11, 2013",6:01 AM,61.2998046,-149.8078205,49.64,60.8,Unknown,,No video,,,,,
687,3379,Bear 215,"Wednesday, September 11, 2013",12:02 PM,61.2843332,-149.8010503,48.66,62.6,Unknown,,No video,,,,,
688,3397,Bear 215,"Wednesday, September 11, 2013",6:00 PM,61.2848494,-149.7825495,23.98,64.4,Unknown,,No video,,,,,
689,3414,Bear 215,"Thursday, September 12, 2013",12:00 AM,61.2996369,-149.7923205,61.01,64.4,Unknown,,No video,,,,,
690,3432,Bear 215,"Thursday, September 12, 2013",6:00 AM,61.2994771,-149.7926454,41.12,64.4,Unknown,,No video,,,,,
691,3448,Bear 215,"Thursday, September 12, 2013",12:00 PM,61.2995278,-149.7922007,77.92,68,Unknown,,No video,,,,,
692,3466,Bear 215,"Thursday, September 12, 2013",6:00 PM,61.2967407,-149.7888876,63.28,68,Unknown,,No video,,,,,
693,3484,Bear 215,"Friday, September 13, 2013",12:01 AM,61.2995459,-149.7923619,71.12,64.4,Unknown,,No video,,,,,
694,3501,Bear 215,"Friday, September 13, 2013",6:01 AM,61.2955602,-149.7937403,49.81,57.2,Unknown,,No video,,,,,
695,3516,Bear 215,"Friday, September 13, 2013",12:02 PM,61.2973577,-149.7863438,53,62.6,Unknown,,No video,,,,,
696,3534,Bear 215,"Friday, September 13, 2013",6:00 PM,61.2995831,-149.7924172,43.77,73.4,Unknown,,No video,,,,,
697,3565,Bear 215,"Saturday, September 14, 2013",6:02 AM,61.2995627,-149.792315,65.54,62.6,Unknown,,No video,,,,,
698,3580,Bear 215,"Saturday, September 14, 2013",12:01 PM,61.2955101,-149.7936101,31.2,62.6,Unknown,,No video,,,,,
699,3598,Bear 215,"Saturday, September 14, 2013",6:00 PM,61.2995963,-149.7923246,45.25,71.6,Unknown,,No video,,,,,
700,3616,Bear 215,"Sunday, September 15, 2013",12:00 AM,61.299126,-149.7918712,48.86,57.2,Unknown,,No video,,,,,
701,3634,Bear 215,"Sunday, September 15, 2013",6:00 AM,61.2994441,-149.792437,64.79,55.4,Unknown,,No video,,,,,
702,3652,Bear 215,"Sunday, September 15, 2013",12:01 PM,61.2997437,-149.7919043,56.77,64.4,Unknown,,No video,,,,,
703,3670,Bear 215,"Sunday, September 15, 2013",6:00 PM,61.2997799,-149.7925987,64.82,71.6,Unknown,,No video,,,,,
704,3688,Bear 215,"Monday, September 16, 2013",12:02 AM,61.2934808,-149.7816282,52.43,57.2,Unknown,,No video,,,,,
705,3720,Bear 215,"Monday, September 16, 2013",12:00 PM,61.2948231,-149.7927509,41.2,59,Unknown,,No video,,,,,
706,3738,Bear 215,"Monday, September 16, 2013",6:01 PM,61.3025285,-149.7913378,55.61,68,Unknown,,No video,,,,,
707,3756,Bear 215,"Tuesday, September 17, 2013",12:00 AM,61.3044874,-149.8005781,44.42,62.6,Unknown,,No video,,,,,
708,3774,Bear 215,"Tuesday, September 17, 2013",6:00 AM,61.3010091,-149.7976438,57.1,60.8,Unknown,,No video,,,,,
709,3792,Bear 215,"Tuesday, September 17, 2013",12:02 PM,61.2901567,-149.8365558,14.72,62.6,Unknown,,No video,,,,,
710,3810,Bear 215,"Tuesday, September 17, 2013",6:00 PM,61.3136575,-149.8099235,34.64,64.4,Unknown,,No video,,,,,
711,3828,Bear 215,"Wednesday, September 18, 2013",12:01 AM,61.3143955,-149.80162,42.07,57.2,Unknown,,No video,,,,,
712,3841,Bear 215,"Wednesday, September 18, 2013",6:01 AM,61.3145934,-149.8018297,68.76,55.4,Unknown,,No video,,,,,
713,3859,Bear 215,"Wednesday, September 18, 2013",12:00 PM,61.2976595,-149.790209,60.81,59,Unknown,,No video,,,,,
714,3877,Bear 215,"Wednesday, September 18, 2013",6:00 PM,61.2971663,-149.7907255,30.47,62.6,Unknown,,No video,,,,,
715,3895,Bear 215,"Thursday, September 19, 2013",12:00 AM,61.2886231,-149.7855934,63.86,59,Unknown,,No video,,,,,
716,3928,Bear 215,"Thursday, September 19, 2013",12:02 PM,61.2896831,-149.7767943,49.33,66.2,Unknown,,No video,,,,,
717,3946,Bear 215,"Thursday, September 19, 2013",6:00 PM,61.2906175,-149.7870235,32.21,64.4,Unknown,,No video,,,,,
718,3964,Bear 215,"Friday, September 20, 2013",12:01 AM,61.2919544,-149.754515,69.19,51.8,Unknown,,No video,,,,,
719,3982,Bear 215,"Friday, September 20, 2013",6:00 AM,61.2859285,-149.7115987,76.69,48.2,Unknown,,No video,,,,,
720,3997,Bear 215,"Friday, September 20, 2013",12:00 PM,61.2886154,-149.6763427,95.11,53.6,Unknown,,No video,,,,,
721,4015,Bear 215,"Friday, September 20, 2013",6:00 PM,61.2839401,-149.6677576,78.35,55.4,Unknown,,No video,,,,,
722,4033,Bear 215,"Saturday, September 21, 2013",12:01 AM,61.2865719,-149.6269323,114.95,48.2,Unknown,,No video,,,,,
723,4066,Bear 215,"Saturday, September 21, 2013",12:00 PM,61.3177037,-149.6345544,56.96,55.4,Unknown,,No video,,,,,
724,4084,Bear 215,"Saturday, September 21, 2013",6:00 PM,61.3669422,-149.6531582,50.8,60.8,Unknown,,No video,,,,,
725,4102,Bear 215,"Sunday, September 22, 2013",12:00 AM,61.3762024,-149.6613746,33.23,53.6,Unknown,,No video,,,,,
726,4119,Bear 215,"Sunday, September 22, 2013",6:00 AM,61.3762657,-149.6612829,32.8,53.6,Unknown,,No video,,,,,
727,4137,Bear 215,"Sunday, September 22, 2013",12:01 PM,61.351548,-149.685597,48.81,55.4,Unknown,,No video,,,,,
728,4155,Bear 215,"Sunday, September 22, 2013",6:00 PM,61.3254356,-149.722311,2.84,55.4,Unknown,,No video,,,,,
729,4173,Bear 215,"Monday, September 23, 2013",12:01 AM,61.2816651,-149.7337471,46.21,51.8,Unknown,,No video,,,,,
730,4188,Bear 215,"Monday, September 23, 2013",6:01 AM,61.2821935,-149.7293592,94.91,62.6,Unknown,,No video,,,,,
731,4206,Bear 215,"Monday, September 23, 2013",12:00 PM,61.2722648,-149.722727,93.44,42.8,Unknown,,No video,,,,,
732,4224,Bear 215,"Monday, September 23, 2013",6:00 PM,61.2623195,-149.738872,86.33,60.8,Unknown,,No video,,,,,
733,4241,Bear 215,"Tuesday, September 24, 2013",12:00 AM,61.2618882,-149.7243998,86.45,50,Unknown,,No video,,,,,
734,4256,Bear 215,"Tuesday, September 24, 2013",6:01 AM,61.2619321,-149.7244575,94.03,50,Unknown,,No video,,,,,
735,4274,Bear 215,"Wednesday, September 25, 2013",12:00 PM,61.2451789,-149.7429783,80.17,53.6,Unknown,,No video,,,,,
736,4286,Bear 215,"Wednesday, September 25, 2013",4:01 PM,61.2525144,-149.7421494,78.82,60.8,Locomotion,Bear 215 8-21-13 200,Pushing on chained gate,,,,,
737,4287,Bear 215,"Wednesday, September 25, 2013",4:20 PM,61.2529752,-149.7450044,99.7,60.8,Locomotion,Bear 215 8-21-13 220,Sitting watching cars on Richardson Highway,,,,,
738,4289,Bear 215,"Wednesday, September 25, 2013",5:00 PM,61.2528965,-149.7338942,87.4,59,Natural food,Bear 215 8-21-13 259,"Grazing on dandelions, causing traffic jam; JBER conservation shows up",,,,,
739,4292,Bear 215,"Wednesday, September 25, 2013",6:01 PM,61.255363,-149.7304629,84.91,57.2,Resting,,,,,,,
740,4310,Bear 215,"Thursday, September 26, 2013",12:01 AM,61.237435,-149.7782751,65.55,55.4,Natural food,,Foraging on dandelions,,,,,
741,4328,Bear 215,"Thursday, September 26, 2013",6:01 AM,61.2327551,-149.7598697,76.91,55.4,Resting,,,,,,,
742,4345,Bear 215,"Thursday, September 26, 2013",12:01 PM,61.2519261,-149.7375674,77.14,57.2,Locomotion,,Walking through forest,,,,,
743,4361,Bear 215,"Thursday, September 26, 2013",5:20 PM,61.2548171,-149.7464328,70.37,69.8,Other,Bear 215 8-22-13 320,Rubbing back on light post,,,,,
744,4363,Bear 215,"Thursday, September 26, 2013",6:00 PM,61.2578708,-149.7520205,71.92,64.4,Natural food,,Feeding on a moose carcass,,,,,
745,4381,Bear 215,"Friday, September 27, 2013",12:00 AM,61.2619176,-149.7553643,89.22,57.2,Unknown,,Too dark,,,,,
746,4399,Bear 215,"Friday, September 27, 2013",6:01 AM,61.2618836,-149.7527594,83.31,57.2,Resting,,,,,,,
747,4417,Bear 215,"Friday, September 27, 2013",12:00 PM,61.2606796,-149.7556577,71.34,60.8,Natural food,,Foraging on dandelions,,,,,
748,4434,Bear 215,"Friday, September 27, 2013",6:00 PM,61.2687787,-149.7548195,103.39,60.8,Locomotion,,Walking through forest,,,,,
749,4452,Bear 215,"Saturday, September 28, 2013",12:01 AM,61.2644806,-149.7602162,72.89,57.2,Resting,,,,,,,
750,4468,Bear 215,"Saturday, September 28, 2013",6:00 AM,61.2644015,-149.7599572,85.71,51.8,Resting,,,,,,,
751,4474,Bear 215,"Saturday, September 28, 2013",8:02 AM,61.2626977,-149.7526174,89.45,50,Natural food,Bear 215 8-23-13 1802,Scavenging moose carcass can see magpies in background; use 2 following clips,,,,,
752,4486,Bear 215,"Saturday, September 28, 2013",12:00 PM,61.2702392,-149.754918,92.86,60.8,Natural food,,Foraging on highbush cranberry,,,,,
753,4504,Bear 215,"Saturday, September 28, 2013",6:00 PM,61.2927237,-149.7061845,45.04,64.4,Locomotion,,Walking on roadside,,,,,
754,4522,Bear 215,"Sunday, September 29, 2013",12:03 AM,61.2681675,-149.6797769,112.22,53.6,Resting,,,,,,,
755,4536,Bear 215,"Sunday, September 29, 2013",5:58 AM,61.2681579,-149.6798252,107.11,57.2,Resting,,,,,,,
756,4541,Bear 215,"Sunday, September 29, 2013",8:03 AM,61.2682798,-149.6797244,116.77,50,Resting,Bear 215 8-24-13 1802,Resting,,,,,
757,4552,Bear 215,"Sunday, September 29, 2013",12:00 PM,61.2682251,-149.67979,89.32,55.4,Resting,,,,,,,
758,4564,Bear 215,"Sunday, September 29, 2013",4:00 PM,61.2741641,-149.6868473,113.13,71.6,Natural food,Bear 215 8-25-13 159,Foraging for dandelions,,,,,
759,4567,Bear 215,"Sunday, September 29, 2013",5:00 PM,61.2784514,-149.6800808,105.61,64.4,Other,Bear 215 8-25-13 259,Playing with obstacle course,,,,,
760,4570,Bear 215,"Sunday, September 29, 2013",6:01 PM,61.2802044,-149.6494306,125.14,64.4,Natural food,,Foraging on dandelions,,,,,
761,4575,Bear 215,"Sunday, September 29, 2013",7:41 PM,61.2996063,-149.6606815,102.78,60.8,Locomotion,Bear 215 8-25-13 541,Walking through fall colors,,,,,
762,4588,Bear 215,"Monday, September 30, 2013",12:01 AM,61.3012977,-149.5980026,148.93,51.8,Locomotion,,Walking,,,,,
763,4606,Bear 215,"Monday, September 30, 2013",6:01 AM,61.2969169,-149.5997213,197.33,48.2,Resting,,,,,,,
764,4619,Bear 215,"Monday, September 30, 2013",10:20 AM,61.3180051,-149.6071684,62.52,48.2,Locomotion,Bear 215 8-25-13 2020,Walking along river,,,,,
765,4624,Bear 215,"Monday, September 30, 2013",12:01 PM,61.3141446,-149.630602,71.05,57.2,Resting,,,,,,,
766,4642,Bear 215,"Monday, September 30, 2013",6:00 PM,61.3255863,-149.6168978,64.32,64.4,Locomotion,,Walking in open gravel area,,,,,
767,4650,Bear 215,"Monday, September 30, 2013",8:40 PM,61.3401125,-149.5820032,94.47,57.2,Anthropogenic,Bear 215 8-26-13 640,Eating birdseed in a back yard,,,,,
768,4651,Bear 215,"Monday, September 30, 2013",9:00 PM,61.340078,-149.5820032,87.45,57.2,Anthropogenic,Bear 215 8-26-13 700,Eating birdseed out of a birdfeeder,,,,,
769,4660,Bear 215,"Tuesday, October 01, 2013",12:00 AM,61.3403197,-149.5804498,129.72,51.8,Anthropogenic,,Getting into trash can,,,,,
770,4694,Bear 215,"Tuesday, October 01, 2013",12:02 PM,61.3437397,-149.5803329,92.37,51.8,Resting,,,,,,,
771,4712,Bear 215,"Tuesday, October 01, 2013",6:00 PM,61.3436973,-149.5804467,64.18,57.2,Resting,,,,,,,
772,4713,Bear 215,"Tuesday, October 01, 2013",6:20 PM,61.3437239,-149.5777079,96.75,57.2,Locomotion,Bear 215 8-27-13 419,Walking down sidewalk,,,,,
773,4714,Bear 215,"Tuesday, October 01, 2013",6:41 PM,61.3437351,-149.5776189,90.36,59,Anthropogenic,Bear 215 8-27-13 440,Eating crab apples out of tree in front yard,,,,,
774,4722,Bear 215,"Tuesday, October 01, 2013",9:21 PM,61.3412665,-149.5753137,95.98,57.2,Locomotion,Bear 215 8-27-13 720,Walking along road at night,,,,,
775,4734,Bear 215,"Wednesday, October 02, 2013",1:41 AM,61.343404,-149.5793567,85.46,55.4,Anthropogenic,Bear 215 8-27-13 1141,"Walking, then eating crabapples with APD looking on",,,,,
776,4747,Bear 215,"Wednesday, October 02, 2013",6:00 AM,61.3433119,-149.575681,109.3,53.6,Anthropogenic,,Eating trash out of pickup bed,,,,,
777,4765,Bear 215,"Wednesday, October 02, 2013",12:02 PM,61.3458516,-149.5813177,59.49,53.6,Resting,,,,,,,
778,4782,Bear 215,"Wednesday, October 02, 2013",6:00 PM,61.3458851,-149.5812599,67.7,60.8,Resting,,,,,,,
779,4800,Bear 215,"Thursday, October 03, 2013",12:00 AM,61.3436221,-149.5730972,109.78,55.4,Unknown,,Too dark,,,,,
780,4806,Bear 215,"Thursday, October 03, 2013",2:00 AM,61.3419701,-149.5770661,90.73,55.4,Anthropogenic,Bear 215 8-28-13 1159,Eating trash out of pickup bed,,,,,
781,4833,Bear 215,"Thursday, October 03, 2013",12:01 PM,61.3479664,-149.5795434,62.9,55.4,Resting,,,,,,,
782,4851,Bear 215,"Thursday, October 03, 2013",6:00 PM,61.3476523,-149.5790492,82.03,60.8,Resting,,,,,,,
783,4859,Bear 215,"Thursday, October 03, 2013",9:02 PM,61.3456292,-149.5736208,83.28,55.4,Anthropogenic,Bear 215 8-29-13 701,Eating crabapples at night,,,,,
784,4868,Bear 215,"Friday, October 04, 2013",12:01 AM,61.3388997,-149.5833746,107.94,51.8,Unknown,,Too dark,,,,,
785,4886,Bear 215,"Friday, October 04, 2013",6:00 AM,61.3409979,-149.5891513,89.55,50,Anthropogenic,,Getting into trash can,,,,,
786,4904,Bear 215,"Friday, October 04, 2013",12:03 PM,61.3430843,-149.5941568,66.19,53.6,Resting,,,,,,,
787,4906,Bear 215,"Friday, October 04, 2013",12:42 PM,61.343182,-149.5942346,76.19,53.6,Resting,Bear 215 8-29-13 2241,Resting with trees and sun overhead,,,,,
788,4922,Bear 215,"Friday, October 04, 2013",6:01 PM,61.3423767,-149.5978257,104.72,59,Resting,,,,,,,
789,4940,Bear 215,"Saturday, October 05, 2013",12:01 AM,61.3401234,-149.5739367,120.02,55.4,Unknown,,Too dark,,,,,
790,4958,Bear 215,"Saturday, October 05, 2013",6:01 AM,61.3366457,-149.5863944,74.3,50,Resting,,,,,,,
791,4975,Bear 215,"Saturday, October 05, 2013",12:00 PM,61.3424206,-149.5978835,112.3,51.8,Resting,,,,,,,
792,4993,Bear 215,"Saturday, October 05, 2013",6:02 PM,61.3422483,-149.5978569,88.61,60.8,Resting,,,,,,,
793,5011,Bear 215,"Sunday, October 06, 2013",12:00 AM,61.3355501,-149.5697726,96.59,55.4,Locomotion,,Walking down sidewalk,,,,,
794,5028,Bear 215,"Sunday, October 06, 2013",6:01 AM,61.3276212,-149.5892247,70.24,53.6,Resting,,,,,,,
795,5046,Bear 215,"Sunday, October 06, 2013",12:00 PM,61.3295322,-149.5933867,73.47,59,Resting,,,,,,,
796,5064,Bear 215,"Sunday, October 06, 2013",6:01 PM,61.3295594,-149.5935184,75.23,55.4,Resting,,,,,,,
797,5082,Bear 215,"Monday, October 07, 2013",12:01 AM,61.3223026,-149.5854078,96.91,57.2,Locomotion,,Stand and look,,,,,
798,5099,Bear 215,"Monday, October 07, 2013",6:00 AM,61.3240429,-149.5816636,85.44,55.4,Anthropogenic,,Getting into trash can,,,,,
799,5107,Bear 215,"Monday, October 07, 2013",9:00 AM,61.3271888,-149.5898363,94.32,55.4,Locomotion,Bear 215 9-01-13 1900,Walking through bog,,,,,
800,5116,Bear 215,"Monday, October 07, 2013",12:00 PM,61.3297325,-149.5934599,82.91,60.8,Resting,,,,,,,
801,5134,Bear 215,"Monday, October 07, 2013",6:00 PM,61.3297563,-149.594081,90.58,64.4,Resting,,,,,,,
802,5151,Bear 215,"Tuesday, October 08, 2013",12:01 AM,61.3229105,-149.5837057,90.63,57.2,Locomotion,,Stand and look,,,,,
803,5165,Bear 215,"Tuesday, October 08, 2013",4:40 AM,61.3204486,-149.5832805,105.06,53.6,Other,Bear 215 9-02-13 1439,Playing with traffic cone,,,,,
804,5168,Bear 215,"Tuesday, October 08, 2013",6:02 AM,61.3186391,-149.5859251,111.64,60.8,Resting,,,,,,,
805,5186,Bear 215,"Tuesday, October 08, 2013",12:01 PM,61.3299008,-149.594191,107.99,60.8,Resting,,,,,,,
806,5204,Bear 215,"Tuesday, October 08, 2013",6:01 PM,61.3296714,-149.5941227,72.96,64.4,Resting,,,,,,,
807,5222,Bear 215,"Wednesday, October 09, 2013",12:00 AM,61.3217684,-149.5794894,110.09,57.2,Locomotion,,Walking on lawn,,,,,
808,5239,Bear 215,"Wednesday, October 09, 2013",6:01 AM,61.3201473,-149.5882432,85.81,55.4,Resting,,,,,,,
809,5251,Bear 215,"Wednesday, October 09, 2013",11:01 AM,61.3202858,-149.5888284,85.34,60.8,Other,Bear 215 9-03-13 2100,Scratching/marking tree,,,,,
810,5254,Bear 215,"Wednesday, October 09, 2013",12:00 PM,61.3206883,-149.6032622,67.65,64.4,Locomotion,,Stand and look,,,,,
811,5288,Bear 215,"Thursday, October 10, 2013",12:01 AM,61.3167815,-149.5831387,80.12,57.2,Unknown,,Too dark,,,,,
