OBJECTID,Line_No,Bear_ID,Date,Time,Latitude,Longitude,Elevation__feet_,Temp__Deg_F_,Major_Activity,Video_file,Remarks,
1,13,Bear 16,"Friday, June 01, 2012",6:00 PM,61.0966158,-149.8590938,1,84,Resting,,,
2,25,Bear 16,"Friday, June 01, 2012",10:01 PM,61.096708,-149.8590675,2,61,Natural food,Bear 16 6-01-12 22:01,Eating wild celery (Angelica spp.),
3,31,Bear 16,"Saturday, June 02, 2012",12:02 AM,61.0962191,-149.8587479,15,63,Resting,,,
4,48,Bear 16,"Saturday, June 02, 2012",5:41 AM,61.0936324,-149.8542217,28,59,Natural food,Bear 16 6-02-12 05:41,Eating dandelion (Taraxacum officinale),
5,66,Bear 16,"Saturday, June 02, 2012",11:41 AM,61.090999,-149.8365318,60,77,Anthropogenic,Bear 16 6-02-12 11:41,"Eating trash, pulls out pizza",
6,67,Bear 16,"Saturday, June 02, 2012",12:03 PM,61.0927267,-149.836649,56,75,Anthropogenic,,Eating trash,
7,77,Bear 16,"Saturday, June 02, 2012",3:22 PM,61.0845849,-149.8268905,47,75,Resting,Bear 16 6-02-12 15:22,"Resting, can hear bear breathing",
8,84,Bear 16,"Saturday, June 02, 2012",5:41 PM,61.0925461,-149.8313379,87,72,Natural food,Bear 16 6-02-12 17:41,Comes across cached moose calf,
9,85,Bear 16,"Saturday, June 02, 2012",6:00 PM,61.09255,-149.8314541,73,72,Natural food,,Eating scavenged moose calf,
10,89,Bear 16,"Saturday, June 02, 2012",7:22 PM,61.0957885,-149.8344,74,70,Anthropogenic,Bear 16 6-02-12 19:22,Eating trash,
11,103,Bear 16,"Sunday, June 03, 2012",12:01 AM,61.0950754,-149.8405118,74,64,Resting,,,
12,121,Bear 16,"Sunday, June 03, 2012",6:01 AM,61.091539,-149.8362104,70,63,Anthropogenic,Bear 16 6-03-12 06:01,Eating trash out of unsecured trash can,
13,139,Bear 16,"Sunday, June 03, 2012",12:02 PM,61.0894559,-149.8445073,4,66,Resting,,,
14,141,Bear 16,"Sunday, June 03, 2012",12:42 PM,61.0907711,-149.8458883,8,72,Natural food,Bear 16 6-03-12 12:42,Eating dandelion (Taraxacum officinale),
15,145,Bear 16,"Sunday, June 03, 2012",2:01 PM,61.0899727,-149.8360639,10,72,Anthropogenic,Bear 16 6-03-12 14:01,Eating trash out of unsecured trash can,
16,157,Bear 16,"Sunday, June 03, 2012",6:02 PM,61.089289,-149.8198974,69,64,Natural food,,Eating dandelion (Taraxacum officinale),
17,162,Bear 16,"Sunday, June 03, 2012",7:42 PM,61.0870352,-149.8003705,64,64,Natural food,Bear 16 6-03-12 19:42,Eating horsetail (Equisetum spp.),
18,175,Bear 16,"Monday, June 04, 2012",12:01 AM,61.07911,-149.7876436,115,57,Resting,,,
19,176,Bear 16,"Monday, June 04, 2012",12:22 AM,61.079138,-149.7877397,115,57,Resting,Bear 16 6-04-12 00:22,"Resting, can see nearby leaves flutter as bear breathes",
20,193,Bear 16,"Monday, June 04, 2012",6:02 AM,61.0776878,-149.7823789,176,64,Resting,,,
21,211,Bear 16,"Monday, June 04, 2012",12:02 PM,61.0829117,-149.8198388,117,63,Natural food,,Eating dandelion (Taraxacum officinale),
22,213,Bear 16,"Monday, June 04, 2012",12:41 PM,61.0836435,-149.8235756,89,64,Natural food,Bear 16 6-04-12 12:41,Eating dandelion (Taraxacum officinale),
23,229,Bear 16,"Monday, June 04, 2012",6:02 PM,61.08479,-149.8040067,62,73,Locomotion,Bear 16 6-04-12 18:02,Walking out onto road,
24,237,Bear 16,"Monday, June 04, 2012",8:41 PM,61.0929344,-149.8083398,64,66,Other,Bear 16 6-04-12 20:41,"Agitated; huffing, salivating (sign of stress) at small dog running areound barking",
25,247,Bear 16,"Tuesday, June 05, 2012",12:02 AM,61.0881929,-149.8213631,105,57,Resting,,,
26,265,Bear 16,"Tuesday, June 05, 2012",6:02 AM,61.0854338,-149.8281852,55,59,Locomotion,,Standing and looking around,
27,266,Bear 16,"Tuesday, June 05, 2012",6:20 AM,61.0839978,-149.8272504,51,61,Natural food,Bear 16 6-05-12 06:20,"Laying down eating dandelion (Taraxacum officinale), can see pad of front paw",
28,269,Bear 16,"Tuesday, June 05, 2012",7:21 AM,61.0850392,-149.8215681,51,64,Anthropogenic,Bear 16 6-05-12 07:21,Licking barbeque utensils in a pan that was left out,
29,275,Bear 16,"Tuesday, June 05, 2012",9:22 AM,61.0777231,-149.80757,56,64,Other,Bear 16 6-05-12 09:22,Play bout with another black bear,
30,279,Bear 16,"Tuesday, June 05, 2012",10:41 AM,61.0778384,-149.8078154,73,64,Resting,Bear 16 6-05-12 10:41,"Resting, can see another bear resting in background",
31,283,Bear 16,"Tuesday, June 05, 2012",12:01 PM,61.0781875,-149.8074829,55,72,Locomotion,,Standing and looking around,
32,289,Bear 16,"Tuesday, June 05, 2012",2:02 PM,61.0743013,-149.8075712,40,106,Anthropogenic,Bear 16 6-05-12 14:02,Walks up to and joins another bear eating two big bags of bird seed,
33,299,Bear 16,"Tuesday, June 05, 2012",5:20 PM,61.0523139,-149.7654622,266,84,Resting,Bear 16 6-05-12 17:20,Resting in tree overlooking hillside,
34,301,Bear 16,"Tuesday, June 05, 2012",6:00 PM,61.0524179,-149.7654942,256,75,Resting,,,
35,315,Bear 16,"Tuesday, June 05, 2012",10:42 PM,61.074138,-149.8072204,150,66,Anthropogenic,Bear 16 6-05-12 22:42,Eating peanut butter out of a bird feeder; use 2300 as well,
36,319,Bear 16,"Wednesday, June 06, 2012",12:02 AM,61.0757335,-149.8069173,113,64,Natural food,,Eating dandelion (Taraxacum officinale),
37,337,Bear 16,"Wednesday, June 06, 2012",6:03 AM,61.0740086,-149.8073156,72,63,Anthropogenic,,Eating birdseed dropped on ground under bird feeder,
38,353,Bear 16,"Wednesday, June 06, 2012",11:20 AM,61.0746296,-149.8081174,30,72,Anthropogenic,Bear 16 6-06-12 11:20,Eating birdseed from a birdfeeder,
39,355,Bear 16,"Wednesday, June 06, 2012",12:01 PM,61.0778195,-149.8074864,30,70,Resting,,,
40,362,Bear 16,"Wednesday, June 06, 2012",2:21 PM,61.0756576,-149.8067938,41,70,Natural food,Bear 16 6-06-12 14:21,Digging up insects (ants?),
41,373,Bear 16,"Wednesday, June 06, 2012",6:01 PM,61.0796505,-149.8045795,76,61,Resting,,,
42,380,Bear 16,"Wednesday, June 06, 2012",8:20 PM,61.074036,-149.806853,67,63,Anthropogenic,Bear 16 6-06-12 20:20,Eating trash out of a pickup truck bed,
43,386,Bear 16,"Wednesday, June 06, 2012",10:20 PM,61.074728,-149.8123248,18,63,Other,Bear 16 6-06-12 22:20,Play bout with another black bear up in a tree,
44,391,Bear 16,"Thursday, June 07, 2012",12:00 AM,61.0746055,-149.81285,12,63,Resting,,,
45,406,Bear 16,"Thursday, June 07, 2012",5:01 AM,61.0738292,-149.8098239,24,64,Natural food,Bear 16 6-07-12 05:01,Digging at stump for insects,
46,409,Bear 16,"Thursday, June 07, 2012",6:01 AM,61.074101,-149.8064708,35,63,Anthropogenic,Bear 16 6-07-12 06:01,"Eating trash out of the bed of a truck with another bear, salivating",
47,427,Bear 16,"Thursday, June 07, 2012",12:01 PM,61.0749005,-149.8075683,54,72,Locomotion,,Walking through a back yard,
48,445,Bear 16,"Thursday, June 07, 2012",6:03 PM,61.0797473,-149.807399,90,77,Other,,Interacting with another black bear,
49,462,Bear 16,"Thursday, June 07, 2012",11:40 PM,61.0793727,-149.8135968,110,68,Locomotion,Bear 16 6-07-12 23:40,Walking through forest at dusk,
50,481,Bear 16,"Friday, June 08, 2012",6:01 AM,61.0506308,-149.7507431,354,61,Resting,,,
51,499,Bear 16,"Friday, June 08, 2012",12:02 PM,61.043198,-149.7445739,411,72,Locomotion,,Smelling hemlock branches,
52,502,Bear 16,"Friday, June 08, 2012",1:01 PM,61.0395448,-149.752067,502,70,Locomotion,Bear 16 6-08-12 13:01,Walking up trail,
53,510,Bear 16,"Friday, June 08, 2012",3:41 PM,61.0430738,-149.7451546,443,82,Natural food,Bear 16 6-08-12 15:41,Eating dandelion (Taraxacum officinale),
54,523,Bear 16,"Friday, June 08, 2012",8:20 PM,61.058298,-149.7428059,552,57,Locomotion,Bear 16 6-08-12 20:20,In a hemlock tree with another bear overlooking the hillside,
55,534,Bear 16,"Saturday, June 09, 2012",12:03 AM,61.0588405,-149.7515764,518,55,Resting,,,
56,551,Bear 16,"Saturday, June 09, 2012",5:41 AM,61.0598783,-149.7509317,444,59,Natural food,Bear 16 6-09-12 05:41,Eating horsetail (Equisetum spp.),
57,552,Bear 16,"Saturday, June 09, 2012",6:02 AM,61.0607173,-149.753083,430,61,Locomotion,,Walking through openining (horsetail),
58,560,Bear 16,"Saturday, June 09, 2012",8:43 AM,61.0732842,-149.7901191,179,68,Anthropogenic,Bear 16 6-09-12 08:43,"Eating birdseed, another black bear in background climbs a tree to get at a birdfeeder ",
59,570,Bear 16,"Saturday, June 09, 2012",12:01 PM,61.0730429,-149.7987985,81,82,Anthropogenic,Bear 16 6-09-12 12:01,Eating birdseed on deck,
60,575,Bear 16,"Saturday, June 09, 2012",1:41 PM,61.0821839,-149.8086723,90,75,Anthropogenic,Bear 16 6-09-12 13:41,Drinking out of a Subway cup,
61,579,Bear 16,"Saturday, June 09, 2012",3:00 PM,61.0866744,-149.8199188,93,79,Anthropogenic,Bear 16 6-09-12 15:00,"Another black bear walks down stairs, bear is eating birdseed from ground",
62,588,Bear 16,"Saturday, June 09, 2012",6:02 PM,61.087797,-149.8224794,46,72,Locomotion,,Walking through brush,
63,606,Bear 16,"Sunday, June 10, 2012",12:02 AM,61.0868398,-149.8000348,121,59,Resting,,,
64,623,Bear 16,"Sunday, June 10, 2012",5:43 AM,61.0866318,-149.7993222,111,63,Other,Bear 16 6-10-12 05:43,Playing with another black bear,
65,624,Bear 16,"Sunday, June 10, 2012",6:01 AM,61.086727,-149.7996012,109,63,Other,,Playing with another black bear,
66,630,Bear 16,"Sunday, June 10, 2012",8:02 AM,61.0874463,-149.8026413,110,63,Other,Bear 16 6-10-12 08:02,Playing with another black bear,
67,642,Bear 16,"Sunday, June 10, 2012",12:01 PM,61.0776745,-149.8109517,66,68,Resting,,,
68,660,Bear 16,"Sunday, June 10, 2012",6:02 PM,61.0792763,-149.7861432,153,72,Resting,,,
69,661,Bear 16,"Sunday, June 10, 2012",6:22 PM,61.079553,-149.7863183,152,73,Other,Bear 16 6-10-12 18:22,"Another black bear standing in front of bear, start play bout",
70,662,Bear 16,"Sunday, June 10, 2012",6:41 PM,61.0800764,-149.7857962,158,73,Locomotion,Bear 16 6-10-12 18:41,"Following another black bear, other bear stands up and lets bear pass",
71,674,Bear 16,"Sunday, June 10, 2012",10:42 PM,61.0792643,-149.780147,177,68,Locomotion,Bear 16 6-10-12 22:42,Standing and looking over track and football field at Goldenview middle school,
72,678,Bear 16,"Monday, June 11, 2012",12:01 AM,61.07866,-149.7831282,187,63,Resting,,,
73,696,Bear 16,"Monday, June 11, 2012",6:01 AM,61.0811489,-149.754938,193,63,Locomotion,,Walking through a field,
74,714,Bear 16,"Monday, June 11, 2012",12:01 PM,61.1052458,-149.783699,231,77,Locomotion,,Walking down a driveway,
75,715,Bear 16,"Monday, June 11, 2012",12:21 PM,61.1079389,-149.7845942,218,77,Anthropogenic,Bear 16 6-11-12 12:21,Eating trash out of an unsecured trash can,
76,717,Bear 16,"Monday, June 11, 2012",1:01 PM,61.1113073,-149.7662453,233,77,Locomotion,Bear 16 6-11-12 13:01,Walks past an electric fence,
77,732,Bear 16,"Monday, June 11, 2012",6:01 PM,61.1057936,-149.7895871,249,72,Locomotion,,Walking past a building,
78,750,Bear 16,"Tuesday, June 12, 2012",12:01 AM,61.0866727,-149.7996757,113,61,Resting,,,
79,765,Bear 16,"Tuesday, June 12, 2012",5:02 AM,61.0895239,-149.7935518,143,63,Locomotion,Bear 16 6-12-12 05:02,Walks up to a purple aster flower and sniffs it,
80,768,Bear 16,"Tuesday, June 12, 2012",6:00 AM,61.0916138,-149.7950255,119,64,Anthropogenic,,Eating trash from an unsecured can,
81,783,Bear 16,"Tuesday, June 12, 2012",11:01 AM,61.0945277,-149.7798165,168,61,Resting,Bear 16 6-12-12 11:01,Resting with tongue hanging out,
82,786,Bear 16,"Tuesday, June 12, 2012",12:01 PM,61.0946441,-149.7798592,179,64,Resting,,,
83,804,Bear 16,"Tuesday, June 12, 2012",6:01 PM,61.087345,-149.763116,229,64,Resting,,,
84,858,Bear 16,"Wednesday, June 13, 2012",12:01 PM,61.0785567,-149.7477649,305,68,Resting,,,
85,868,Bear 16,"Wednesday, June 13, 2012",3:20 PM,61.0728524,-149.7884493,163,72,Locomotion,Bear 16 6-13-12 15:20,"Standing and looking, rings windchime",
86,876,Bear 16,"Wednesday, June 13, 2012",6:01 PM,61.0638944,-149.7917841,113,72,Natural food,Bear 16 6-13-12 18:01,Eating cottonwood catkins in tree,
87,894,Bear 16,"Thursday, June 14, 2012",12:02 AM,61.060262,-149.7919401,77,64,Resting,,,
88,943,Bear 16,"Thursday, June 14, 2012",4:22 PM,61.0794684,-149.7942978,107,73,Anthropogenic,Bear 16 6-14-12 16:22,In open garage with other bear eating trash and birdseed,
89,948,Bear 16,"Thursday, June 14, 2012",6:02 PM,61.0813163,-149.7680854,305,75,Locomotion,Bear 16 6-14-12 18:02,Standing on porch with another bear,
90,957,Bear 16,"Thursday, June 14, 2012",9:01 PM,61.085186,-149.7682035,221,70,Natural food,Bear 16 6-14-12 21:01,Eating moose calf,
91,966,Bear 16,"Friday, June 15, 2012",12:01 AM,61.0918649,-149.7626825,257,61,Resting,,,
92,984,Bear 16,"Friday, June 15, 2012",6:02 AM,61.0883904,-149.7578179,267,61,Locomotion,,Walking down driveway,
93,1002,Bear 16,"Friday, June 15, 2012",12:01 PM,61.0914506,-149.7627823,246,70,Resting,,,
94,1038,Bear 16,"Saturday, June 16, 2012",12:02 AM,61.110851,-149.7363823,383,61,Locomotion,,Walking through brush,
95,1058,Bear 16,"Saturday, June 16, 2012",6:41 AM,61.1137678,-149.7582017,328,63,Anthropogenic,Bear 16 6-16-12 06:41,Eats bag of cracked corn (chicken feed),
96,1074,Bear 16,"Saturday, June 16, 2012",12:01 PM,61.1476736,-149.8527411,49,88,Locomotion,Bear 16 6-16-12 12:01,Walking along fenceline,
97,1088,Bear 16,"Saturday, June 16, 2012",4:40 PM,61.1479724,-149.8541645,37,88,Natural food,Bear 16 6-16-12 16:40,Eating gull eggs,
98,1090,Bear 16,"Saturday, June 16, 2012",5:20 PM,61.1487756,-149.8582078,35,86,Locomotion,Bear 16 6-16-12 17:20,Crosses New Seward Highway,
99,1092,Bear 16,"Saturday, June 16, 2012",6:02 PM,61.1500155,-149.8673617,36,79,Locomotion,Bear 16 6-16-12 18:02,Walking through neighborhood,
100,1093,Bear 16,"Saturday, June 16, 2012",6:21 PM,61.1459224,-149.8750531,35,77,Locomotion,Bear 16 6-16-12 18:21,Running through commercial area,
101,1098,Bear 16,"Saturday, June 16, 2012",8:03 PM,61.1348186,-149.9037717,17,75,Resting,Bear 16 6-16-12 20:03,Resting after moving across town,
102,1110,Bear 16,"Sunday, June 17, 2012",12:02 AM,61.1286632,-149.9164581,18,70,Resting,,,
103,1128,Bear 16,"Sunday, June 17, 2012",6:00 AM,61.1282895,-149.9225431,16,64,Locomotion,Bear 16 6-17-12 06:00,Walking down side of road,
104,1146,Bear 16,"Sunday, June 17, 2012",12:01 PM,61.1422042,-150.0143529,78,84,Locomotion,Bear 16 6-17-12 12:01,Walking down trail,
105,1148,Bear 16,"Sunday, June 17, 2012",12:43 PM,61.1415875,-150.0207151,77,86,Locomotion,Bear 16 6-17-12 12:43,Walking around old cars along coast,
106,1164,Bear 16,"Sunday, June 17, 2012",6:02 PM,61.1522689,-150.0656162,60,86,Locomotion,Bear 16 6-17-12 18:02,"Looking across Cook Inlet, then starts walking down trail",
107,1182,Bear 16,"Monday, June 18, 2012",12:02 AM,61.1701482,-150.0502739,32,68,Resting,,,
108,1200,Bear 16,"Monday, June 18, 2012",6:02 AM,61.1717328,-150.0477988,2,68,Natural food,,Walking and eating dandelions (Taraxacum officinale),
109,1218,Bear 16,"Monday, June 18, 2012",12:02 PM,61.1928194,-150.0197235,14,79,Resting,,,
110,1236,Bear 16,"Monday, June 18, 2012",6:01 PM,61.1796596,-150.0268147,37,77,Locomotion,,Stopped and looking around,
111,1248,Bear 16,"Monday, June 18, 2012",10:01 PM,61.1580136,-150.0834073,10,70,Locomotion,Bear 16 6-18-12 22:01,swimming in Cook Inlet,
112,1254,Bear 16,"Tuesday, June 19, 2012",12:01 AM,61.1615786,-150.0630487,(100),66,Resting,,,
113,1272,Bear 16,"Tuesday, June 19, 2012",6:00 AM,61.1618402,-150.0634537,11,64,Resting,,,
114,1290,Bear 16,"Tuesday, June 19, 2012",12:01 PM,61.1600769,-150.0606052,12,88,Natural food,,Eating dandelion (Taraxacum officinale),
115,1294,Bear 16,"Tuesday, June 19, 2012",1:23 PM,61.1570175,-150.0636837,23,82,Locomotion,Bear 16 6-19-12 13:23,Looking at dog barking,
116,1296,Bear 16,"Tuesday, June 19, 2012",2:01 PM,61.1448964,-150.0660503,6,97,Locomotion,Bear 16 6-19-12 14:01,Walking south towards Chickaloon,
117,1297,Bear 16,"Tuesday, June 19, 2012",2:20 PM,61.1324972,-150.0780048,4,95,Locomotion,Bear 16 6-19-12 14:20,"Walking towards Fire Island, starts running",
118,1298,Bear 16,"Tuesday, June 19, 2012",2:40 PM,61.1351593,-150.1162681,3,99,Locomotion,Bear 16 6-19-12 14:40,Walking and running towards Fire Island,
119,1299,Bear 16,"Tuesday, June 19, 2012",3:00 PM,61.1409553,-150.1639477,(1),93,Locomotion,Bear 16 6-19-12 15:00,"Walking towards Fire Island, finally hits beach",
120,1300,Bear 16,"Tuesday, June 19, 2012",3:20 PM,61.142391,-150.1885618,12,91,Locomotion,Bear 16 6-19-12 15:20,"Walking, then running on beach",
121,1308,Bear 16,"Tuesday, June 19, 2012",6:00 PM,61.1342097,-150.2383986,22,84,Natural food,,Eating dandelion (Taraxacum officinale),
122,1326,Bear 16,"Wednesday, June 20, 2012",12:02 AM,61.1435327,-150.2362523,78,64,Resting,,,
123,1332,Bear 16,"Wednesday, June 20, 2012",2:01 AM,61.1437656,-150.2350823,63,68,Locomotion,Bear 16 6-20-12 02:01,Running at night,
124,1344,Bear 16,"Wednesday, June 20, 2012",6:02 AM,61.1542922,-150.2269626,66,63,Resting,,,
125,1362,Bear 16,"Wednesday, June 20, 2012",12:02 PM,61.1248711,-150.2654935,16,72,Resting,,,
126,1380,Bear 16,"Wednesday, June 20, 2012",6:00 PM,61.1341826,-150.2442989,12,82,Natural food,,Eating dandelion (Taraxacum officinale),
127,1384,Bear 16,"Wednesday, June 20, 2012",7:21 PM,61.1367411,-150.2403726,9,88,Natural food,Bear 16 6-20-12 19:21,Eating horsetail (Equisetum spp.),
128,1398,Bear 16,"Thursday, June 21, 2012",12:03 AM,61.1452505,-150.2328383,51,63,Resting,,,
129,1416,Bear 16,"Thursday, June 21, 2012",6:00 AM,61.1447425,-150.2338197,48,66,Natural food,,Eating horsetail (Equisetum spp.),
130,1434,Bear 16,"Thursday, June 21, 2012",12:01 PM,61.1438459,-150.2293252,41,70,Locomotion,,Standing and looking,
131,1452,Bear 16,"Thursday, June 21, 2012",6:01 PM,61.1629196,-150.1835306,62,91,Resting,,,
132,1470,Bear 16,"Friday, June 22, 2012",12:01 AM,61.1491953,-150.2270063,66,66,Locomotion,,Walking through brush,
133,1488,Bear 16,"Friday, June 22, 2012",6:01 AM,61.1466669,-150.2151274,62,61,Locomotion,,Standing and looking,
134,1506,Bear 16,"Friday, June 22, 2012",12:01 PM,61.1488669,-150.2294156,43,95,Locomotion,,"Standing and looking, then starts walking",
135,1516,Bear 16,"Friday, June 22, 2012",3:20 PM,61.1506284,-150.2187085,47,104,Locomotion,Bear 16 6-22-12 15:20,Walking in an open area,
136,1524,Bear 16,"Friday, June 22, 2012",6:01 PM,61.1523946,-150.2293253,63,88,Locomotion,,Standing and looking,
137,1542,Bear 16,"Saturday, June 23, 2012",12:02 AM,61.1542489,-150.1752021,54,66,Resting,,,
138,1560,Bear 16,"Saturday, June 23, 2012",6:02 AM,61.1567052,-150.2021309,43,63,Locomotion,,Walking through brush,
139,1578,Bear 16,"Saturday, June 23, 2012",12:00 PM,61.1457441,-150.2201351,59,79,Resting,,,
140,1587,Bear 16,"Saturday, June 23, 2012",3:02 PM,61.1554515,-150.2118729,70,79,Other,Bear 16 6-23-12 15:02,Interacting with brown bear subadult behind tree. Notice the huffing and salivating; these are signs of stress,
141,1591,Bear 16,"Saturday, June 23, 2012",4:20 PM,61.1611419,-150.1924279,34,88,Other,Bear 16 6-23-12 16:20,"Walking on road, turns and huffs at subadult brown bear following",
142,1592,Bear 16,"Saturday, June 23, 2012",4:41 PM,61.1625112,-150.1851141,34,86,Other,Bear 16 6-23-12 16:41,Huffing at subadult brown bear - you will have to look carefully to see it!,
143,1595,Bear 16,"Saturday, June 23, 2012",5:41 PM,61.1627373,-150.1857822,68,82,Other,Bear 16 6-23-12 17:41,"Huffing and popping at subadult brown bear, then takes a swat at it",
144,1596,Bear 16,"Saturday, June 23, 2012",6:01 PM,61.156863,-150.194747,33,82,Natural food,Bear 16 6-23-12 18:01,Eating dandelion (Taraxacum officinale),
145,1603,Bear 16,"Saturday, June 23, 2012",8:21 PM,61.1517998,-150.2098278,59,75,Other,Bear 16 6-23-12 20:21,"Face to face with subadult brown bear, still huffing ",
146,1632,Bear 16,"Sunday, June 24, 2012",6:01 AM,61.1492059,-150.1861917,49,66,Resting,,Resting in cottonwood tree,
147,1647,Bear 16,"Sunday, June 24, 2012",11:01 AM,61.1509443,-150.189539,31,63,Other,Bear 16 6-24-12 11:01,Huffing at subadult brown bear - you will have to look carefully to see it!,
148,1649,Bear 16,"Sunday, June 24, 2012",11:42 AM,61.1467765,-150.1968667,41,63,Other,Bear 16 6-24-12 11:42,Subadult brown bear up in tree below black bear,
149,1650,Bear 16,"Sunday, June 24, 2012",12:00 PM,61.1467858,-150.196738,67,63,Resting,,Resting in cottonwood tree,
150,1658,Bear 16,"Sunday, June 24, 2012",2:41 PM,61.151305,-150.2122355,65,68,Other,Bear 16 6-24-12 14:41,Subadult brown bear still following black bear; use 1435,
151,1663,Bear 16,"Sunday, June 24, 2012",4:20 PM,61.1621887,-150.187608,46,70,Other,Bear 16 6-24-12 16:20,"Subadult brown bear still following black bear, comes face to face again",
152,1668,Bear 16,"Sunday, June 24, 2012",6:03 PM,61.1566103,-150.1785961,26,66,Natural food,Bear 16 6-24-12 18:03,Comes across moose leg,
153,1681,Bear 16,"Sunday, June 24, 2012",10:21 PM,61.1428929,-150.2140454,72,64,Other,Bear 16 6-24-12 22:21,Face to face with subadult brown bear; not as much stress showing,
154,1686,Bear 16,"Monday, June 25, 2012",12:02 AM,61.151291,-150.2086286,68,64,Locomotion,,Standing and looking around,
155,1705,Bear 16,"Monday, June 25, 2012",6:22 AM,61.1510023,-150.2100225,69,64,Other,Bear 16 6-25-12 06:22,"Subadult brown bear still approaching and following; black bear doesn't show as much stress, but eventually climbs tree",
156,1706,Bear 16,"Monday, June 25, 2012",6:42 AM,61.1507587,-150.2098364,79,64,Other,Bear 16 6-25-12 06:42,"Resting in cottonwood tree, subadult brown bear trying to climb tree",
157,1711,Bear 16,"Monday, June 25, 2012",8:20 AM,61.1511073,-150.2119756,70,61,Other,Bear 16 6-25-12 08:20,Subadult brown bear still approaching and following; black bear swats at brown bear,
158,1716,Bear 16,"Monday, June 25, 2012",10:01 AM,61.1566328,-150.20942,47,64,Other,Bear 16 6-25-12 10:01,"Eating dandelion (Taraxacum officinale), subadult brown bear grazing nearby. Black bear runs, then turns and rushes brown bear",
159,1719,Bear 16,"Monday, June 25, 2012",11:01 AM,61.146385,-150.2173249,75,72,Other,Bear 16 6-25-12 11:01,"Subadult brown bear still following, getting face to face with black bear. Black bear eventually lays down with brown bear a few yards away",
160,1722,Bear 16,"Monday, June 25, 2012",12:03 PM,61.1491311,-150.2132105,74,70,Resting,,,
161,1730,Bear 16,"Monday, June 25, 2012",2:41 PM,61.1456685,-150.208448,72,73,Natural food,Bear 16 6-25-12 14:41,Eating horsetail (Equisetum spp.),
162,1735,Bear 16,"Monday, June 25, 2012",4:20 PM,61.1431279,-150.2210085,76,63,Natural food,Bear 16 6-25-12 16:20,Eating dandelion (Taraxacum officinale),
163,1744,Bear 16,"Monday, June 25, 2012",7:21 PM,61.1493559,-150.2334988,75,63,Other,Bear 16 6-25-12 19:21,Subadult brown bear still following; use 1925,
164,1758,Bear 16,"Tuesday, June 26, 2012",12:01 AM,61.1487303,-150.2026004,64,63,Resting,,,
165,1794,Bear 16,"Tuesday, June 26, 2012",12:02 PM,61.1488138,-150.2078077,66,70,Unknown,,No video,
166,1812,Bear 16,"Tuesday, June 26, 2012",6:01 PM,61.1492295,-150.2085141,67,66,Unknown,,No video,
167,1830,Bear 16,"Wednesday, June 27, 2012",12:00 AM,61.1478401,-150.2082191,75,64,Unknown,,No video,
168,1848,Bear 16,"Wednesday, June 27, 2012",6:02 AM,61.1509453,-150.2040478,69,63,Unknown,,No video,
169,1866,Bear 16,"Wednesday, June 27, 2012",12:00 PM,61.1486104,-150.2077481,72,99,Unknown,,No video,
170,1884,Bear 16,"Wednesday, June 27, 2012",6:01 PM,61.1460701,-150.2137418,63,79,Unknown,,No video,
171,1902,Bear 16,"Thursday, June 28, 2012",12:02 AM,61.1514463,-150.2074167,55,63,Unknown,,No video,
172,1956,Bear 16,"Thursday, June 28, 2012",6:01 PM,61.1418116,-150.2205287,79,81,Unknown,,No video,
173,1974,Bear 16,"Friday, June 29, 2012",12:02 AM,61.1427006,-150.2219392,54,63,Unknown,,No video,
174,1992,Bear 16,"Friday, June 29, 2012",6:02 AM,61.1426492,-150.222377,104,55,Unknown,,No video,
175,2010,Bear 16,"Friday, June 29, 2012",12:02 PM,61.1291416,-150.2469407,56,72,Unknown,,No video,
176,2028,Bear 16,"Friday, June 29, 2012",6:01 PM,61.1359347,-150.2308672,24,86,Unknown,,No video,
177,2082,Bear 16,"Saturday, June 30, 2012",12:00 PM,61.1392044,-150.2094011,10,97,Unknown,,No video,
178,2100,Bear 16,"Saturday, June 30, 2012",6:01 PM,61.1429652,-150.2184827,80,88,Unknown,,No video,
179,2136,Bear 16,"Sunday, July 01, 2012",6:02 AM,61.147558,-150.2101032,43,64,Unknown,,No video,
180,2154,Bear 16,"Sunday, July 01, 2012",12:00 PM,61.1466623,-150.2110397,69,70,Unknown,,No video,
181,2172,Bear 16,"Sunday, July 01, 2012",6:01 PM,61.1398446,-150.2126286,60,82,Unknown,,No video,
182,2208,Bear 16,"Monday, July 02, 2012",6:01 AM,61.1400261,-150.2051336,41,64,Unknown,,No video,
183,2226,Bear 16,"Monday, July 02, 2012",12:00 PM,61.1421973,-150.2188819,74,81,Unknown,,No video,
184,2262,Bear 16,"Tuesday, July 03, 2012",12:01 AM,61.1524257,-150.2235805,59,66,Unknown,,No video,
185,2280,Bear 16,"Tuesday, July 03, 2012",6:01 AM,61.152728,-150.2237691,49,63,Unknown,,No video,
186,2316,Bear 16,"Tuesday, July 03, 2012",6:02 PM,61.1398272,-150.2132346,120,64,Unknown,,No video,
187,2352,Bear 16,"Wednesday, July 04, 2012",6:01 AM,61.1403642,-150.2066225,(5),63,Unknown,,No video,
188,2370,Bear 16,"Wednesday, July 04, 2012",12:00 PM,61.1423411,-150.2141958,78,90,Unknown,,No video,
189,23,Bear 17,"Saturday, July 21, 2012",12:02 AM,61.0967707,-149.7720556,182,66,Unknown,,No video,
